"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","id","w_link$urls_expanded_url"
"1476",9167,1139407285631930368,1476974056251531264,"2021-12-31 17:50:30","MiHazank","Jogellenes parancs miatt a katonai ügyészséghez fordulok, miután a Honvédség állományában lévõket paranccsal kényszerítik az oltás felvételére, és a Btk. 444. §-a szerinti parancs iránti engedetlenségnek minõsítve fenyegetik az oltást elutasítókat.

https://t.co/bhO1dVk3kV","Twitter for Android",273,NA,NA,NA,FALSE,FALSE,18,4,NA,NA,NA,NA,"magyarjelen.hu/kiszivargott-h…","https://t.co/bhO1dVk3kV","https://magyarjelen.hu/kiszivargott-honvedsegi-visszaeles-parancsmegtagadasnak-minositik-az-oltas-elutasitasat/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1476974056251531270","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1808,2,5,3301,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",2022010538,"https://magyarjelen.hu/kiszivargott-honvedsegi-visszaeles-parancsmegtagadasnak-minositik-az-oltas-elutasitasat/"
"1748",11229,1139407285631930368,1481690225407574016,"2022-01-13 18:10:52","MiHazank","Elfogadhatatlannak tartjuk, hogy ma Magyarországon másodrendû állampolgárokká
vállhatnak azok, akik egyéni döntés alapján nem kívántak élni az oltás lehetõségével. Ez nem szabad társadalom, hanem Covid-diktatúra

https://t.co/orLt95EfYL","Twitter for Android",236,NA,NA,NA,FALSE,FALSE,18,6,NA,NA,NA,NA,"magyarjelen.hu/mi-hazank-a-ko…","https://t.co/orLt95EfYL","https://magyarjelen.hu/mi-hazank-a-kormany-tovabb-epiti-a-covid-diktaturat/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1481690225407574018","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1842,2,5,3356,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",2022011781,"https://magyarjelen.hu/mi-hazank-a-kormany-tovabb-epiti-a-covid-diktaturat/"
"199",1518,1139407285631930368,1.456514489592e+18,"2021-11-05 06:51:29","MiHazank","Mi Hazánk által vezetett településeken a polgármestereink úgy határoztak, hogy nem teszik kötelezõvé az oltást. Cserháthaláp után most Ásotthalom döntött errõl!

Elég a terrorból! 

https://t.co/ZhS6tZBOts","Twitter for Android",205,NA,NA,NA,FALSE,FALSE,17,2,NA,NA,NA,NA,"magyarjelen.hu/a-mi-hazank-el…","https://t.co/ZhS6tZBOts","https://magyarjelen.hu/a-mi-hazank-elutasitja-a-diszkriminaciot-asotthalmon-sem-lesz-kotelezo-az-oltas/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1456514489592000516","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1643,2,5,2983,0,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211108135,"https://magyarjelen.hu/a-mi-hazank-elutasitja-a-diszkriminaciot-asotthalmon-sem-lesz-kotelezo-az-oltas/"
"299",2023,3683240417,1456537028695367680,"2021-11-05 08:21:03","888ponthu","Orbán Viktor: Csak az oltás véd meg https://t.co/9qcQ9veOAN https://t.co/IRVMU4GofM","888app",59,NA,NA,NA,FALSE,FALSE,17,4,NA,NA,NA,NA,"888.hu/ketharmad/orba…","https://t.co/9qcQ9veOAN","https://888.hu/ketharmad/orban-viktor-csak-az-oltas-ved-meg-4339333/","http://pbs.twimg.com/media/FDaotVNXMAEodNQ.jpg","https://t.co/IRVMU4GofM","https://twitter.com/888ponthu/status/1456537028695367694/photo/1","photo","http://pbs.twimg.com/media/FDaotVNXMAEodNQ.jpg","https://t.co/IRVMU4GofM","https://twitter.com/888ponthu/status/1456537028695367694/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1456537028695367694","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4702,152,29,66447,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20211108640,"https://888.hu/ketharmad/orban-viktor-csak-az-oltas-ved-meg-4339333/"
"544",3665,25369488,1457884403082960896,"2021-11-09 01:35:02","bwtms","ezt gondolkodás nélkül bevezetném itthon is - már tegnaptól… https://t.co/YHPlcmuJGL","Twitter Web App",84,NA,NA,NA,FALSE,FALSE,17,0,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/YHPlcmuJGL","https://telex.hu/koronavirus/2021/11/08/szingapur-oltas-oltatlanok-szabalyozas-korhazi-koltseg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bwtms/status/1457884403082960897","bwtms","Budapest, Hungary","tervezõgrafikus, gitáros, bringás és apa3","https://t.co/qHlrqGy24z",FALSE,1234,470,11,47918,19107,"2009-03-19 19:46:46",FALSE,"https://t.co/qHlrqGy24z","http://tms.hu",NA,"https://pbs.twimg.com/profile_banners/25369488/1634664169","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/1338067395739602944/8_jBQwNw_normal.jpg",202111151181,"https://telex.hu/koronavirus/2021/11/08/szingapur-oltas-oltatlanok-szabalyozas-korhazi-koltseg"
"1412",8865,3090011805,1473796819490639872,"2021-12-22 23:25:18","juteszembe","Ez is elképesztõ sztori bazmeg. <U+0001F923> Ennek töredékébe buknak kormányok közepesen korrupt balkáni koszfészkekben... de úgy tûnik #Magyarország ezek alatt van erkölcsileg, meg úgy intellektuálisan... <U+0001F926><U+200D>><U+FE0F>

https://t.co/KQejWoRXcp","Twitter Web App",224,NA,NA,NA,FALSE,FALSE,17,1,NA,NA,"Magyarország",NA,"telex.hu/koronavirus/20…","https://t.co/KQejWoRXcp","https://telex.hu/koronavirus/2021/12/22/falus-andras-felulrol-erkezo-nyomas-miatt-engedelyeztek-ido-elott-az-orosz-vakcinat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1473796819490639880","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1202,836,9,30463,3345,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1640598720","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1475404079438475265/KjbRtXJK_normal.jpg",20211229755,"https://telex.hu/koronavirus/2021/12/22/falus-andras-felulrol-erkezo-nyomas-miatt-engedelyeztek-ido-elott-az-orosz-vakcinat"
"2108",13560,1139407285631930368,1491875397239255040,"2022-02-10 20:43:07","MiHazank","Nyílván az oltás mindent meg fog oldani... Hét oltás után lélegeztetõgépen.

https://t.co/PwPQPIHi2q","Twitter for Android",100,NA,NA,NA,FALSE,FALSE,17,4,NA,NA,NA,NA,"magyarjelen.hu/rekordgyanus-h…","https://t.co/PwPQPIHi2q","https://magyarjelen.hu/rekordgyanus-het-oltas-utan-kerult-lelegeztetogepre-a-politikus/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1491875397239255041","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1933,2,6,3467,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20220214342,"https://magyarjelen.hu/rekordgyanus-het-oltas-utan-kerult-lelegeztetogepre-a-politikus/"
"1197",7456,1139407285631930368,1470340008498405376,"2021-12-13 10:29:10","MiHazank","Valójában nem én, hanem Ti: renegetegen voltunk a Mi Hazánk vidéki tüntetésein is a hétvégén, amelyeken a kötelezõ oltás ellen tiltakoztunk, ezért úgy döntöttünk, hogy újabb helyszíneken folytatjuk a kiállást. Elég a Covid-diktatúrából!

 Írd alá Te is: https://t.co/ZMCubkd80B","Twitter for Android",277,NA,NA,NA,FALSE,FALSE,16,2,NA,NA,NA,NA,"mihazank.hu/lezarasellen","https://t.co/ZMCubkd80B","http://mihazank.hu/lezarasellen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1470340008498405380","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1765,2,5,3203,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211215522,"http://mihazank.hu/lezarasellen"
"1579",9706,715823463404011520,1476248650347126784,"2021-12-29 17:48:00","MagyarNemzetOn","Szijjártó Péter közölte, hogy hazánk elegendõ oltóanyaggal rendelkezik, így tudunk segíteni másoknak.
https://t.co/QOm5ge4oEq","Twitter Web App",125,NA,NA,NA,FALSE,FALSE,16,3,NA,NA,NA,NA,"magyarnemzet.hu/kulfold/2021/1…","https://t.co/QOm5ge4oEq","https://magyarnemzet.hu/kulfold/2021/12/magyarorszag-szazezer-covid-vakcinat-adomanyozott-ormenyorszagnak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1476248650347126785","Magyar Nemzet","","",NA,FALSE,5208,97,30,40672,588,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20220105577,"https://magyarnemzet.hu/kulfold/2021/12/magyarorszag-szazezer-covid-vakcinat-adomanyozott-ormenyorszagnak"
"1947",12587,1139407285631930368,1489305990734532608,"2022-02-03 18:33:12","MiHazank","A Mi Hazánk már a parlamenten kívülrõl is visszavonulóra kényszerítette a kormányt azzal, hogy több mint egy éve folyamatosan tiltakozunk és tüntetünk az oltás-kényszerítés és az észszerûtlen lezárások ellen.

https://t.co/2d7z3ed5Id","Twitter for Android",233,NA,NA,NA,FALSE,FALSE,16,6,NA,NA,NA,NA,"magyarjelen.hu/mi-hazank-az-o…","https://t.co/2d7z3ed5Id","https://magyarjelen.hu/mi-hazank-az-oltas-zsarolas-ugyeben-meghatralasra-kenyszeritettuk-a-kormanyt/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1489305990734532620","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1897,2,6,3439,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20220206244,"https://magyarjelen.hu/mi-hazank-az-oltas-zsarolas-ugyeben-meghatralasra-kenyszeritettuk-a-kormanyt/"
"2104",13555,1139407285631930368,1490944713280540672,"2022-02-08 07:04:54","MiHazank","Meddig tûrjük még ezt az õrületet? Elég a covid-diktatúrából!

https://t.co/GyUMThuhPs","Twitter for Android",86,NA,NA,NA,FALSE,FALSE,16,6,NA,NA,NA,NA,"magyarjelen.hu/nem-voltak-haj…","https://t.co/GyUMThuhPs","https://magyarjelen.hu/nem-voltak-hajlandoak-megmuteni-a-haromeves-szivbeteg-kisfiut-mert-a-szulei-nincsenek-beoltva/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1490944713280540675","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1933,2,6,3467,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20220214337,"https://magyarjelen.hu/nem-voltak-hajlandoak-megmuteni-a-haromeves-szivbeteg-kisfiut-mert-a-szulei-nincsenek-beoltva/"
"576",3909,1139407285631930368,1460516522770804736,"2021-11-16 07:54:08","MiHazank","""Adja már ide azt a tollat, hol kell aláírni?” – Áttörõ siker a Mi Hazánk kötelezõ oltás elleni kampánya 

https://t.co/0pHDXMmJLo","Twitter for Android",130,NA,NA,NA,FALSE,FALSE,15,5,NA,NA,NA,NA,"magyarjelen.hu/adja-mar-ide-a…","https://t.co/0pHDXMmJLo","https://magyarjelen.hu/adja-mar-ide-azt-a-tollat-hol-kell-alairni-attoro-siker-a-mi-hazank-kotelezo-oltas-elleni-kampanya/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1460516522770804739","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1699,2,5,3073,0,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",2021112276,"https://magyarjelen.hu/adja-mar-ide-azt-a-tollat-hol-kell-alairni-attoro-siker-a-mi-hazank-kotelezo-oltas-elleni-kampanya/"
"976",6211,1139407285631930368,1465967954407968768,"2021-12-01 08:56:11","MiHazank","Az Egyetem Tv mûsorában Toroczkai László Boldogkõi Zsolttal és még két politikussal vitázott a koronavírus körül felmerülõ kérdésekrõl.

https://t.co/NIsJP2twHe","Twitter for Android",160,NA,NA,NA,FALSE,FALSE,15,2,NA,NA,NA,NA,"magyarjelen.hu/kemeny-vita-a-…","https://t.co/NIsJP2twHe","https://magyarjelen.hu/kemeny-vita-a-koronavirusrol-boldogkoi-zsolt-professzor-vs-toroczkai-laszlo-video/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1465967954407968774","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1740,2,5,3156,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211206555,"https://magyarjelen.hu/kemeny-vita-a-koronavirusrol-boldogkoi-zsolt-professzor-vs-toroczkai-laszlo-video/"
"979",6225,3090011805,1464997957435109376,"2021-11-28 16:41:46","juteszembe","A svájciak ilyen IQ+++ nép. <U+0001F1E8><U+0001F1ED> <U+2764><U+FE0F> <U+0001F643>

https://t.co/pMvOQLnQUD","Twitter for Android",60,NA,NA,NA,FALSE,FALSE,15,0,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/pMvOQLnQUD","https://telex.hu/koronavirus/2021/11/28/svajc-nepszavazas-koronavirus-jarvany-korlatozasok-feloldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1464997957435109388","juteszembe <U+0001F385>","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1154,834,8,29851,3158,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1635035186","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1467627009593556997/lhLA6deZ_normal.jpg",20211206569,"https://telex.hu/koronavirus/2021/11/28/svajc-nepszavazas-koronavirus-jarvany-korlatozasok-feloldas"
"1194",7452,1139407285631930368,1469593215678435328,"2021-12-11 09:01:40","MiHazank","Miért nem dolgozhatnak azok, akikre egyébként égetõ szükség van, de nem oltatták be magukat? Miért nem lehet a covid oltást az influenza védõoltáshoz hasonlóan beadni, aki szeretné, az megkapja, aki viszont nem, azt nem erõltetik?

https://t.co/1phVds6C4m","Twitter for Android",255,NA,NA,NA,FALSE,FALSE,15,2,NA,NA,NA,NA,"magyarjelen.hu/nyilt-level-gu…","https://t.co/1phVds6C4m","https://magyarjelen.hu/nyilt-level-gulyas-gergelynek-egy-felelos-kormany-nem-a-tarsadalom-megosztasan-dolgozik/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1469593215678435333","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1765,2,5,3203,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",20211215518,"https://magyarjelen.hu/nyilt-level-gulyas-gergelynek-egy-felelos-kormany-nem-a-tarsadalom-megosztasan-dolgozik/"
"1224",7648,3683240417,1469697497966727168,"2021-12-11 15:56:03","888ponthu","Közel tízezer ember életét mentették meg a koronavírus elleni oltások egy magyar tanulmány szerint https://t.co/NdChUemuOm https://t.co/xL4jAaeoEQ","888app",122,NA,NA,NA,FALSE,FALSE,15,4,NA,NA,NA,NA,"888.hu/ketharmad/koze…","https://t.co/NdChUemuOm","https://888.hu/ketharmad/kozel-tizezer-ember-eletet-mentettek-meg-a-koronavirus-elleni-oltasok-egy-magyar-tanulmany-szerint-4343789/","http://pbs.twimg.com/media/FGVqFeKWQAcm4my.jpg","https://t.co/xL4jAaeoEQ","https://twitter.com/888ponthu/status/1469697497966727182/photo/1","photo","http://pbs.twimg.com/media/FGVqFeKWQAcm4my.jpg","https://t.co/xL4jAaeoEQ","https://twitter.com/888ponthu/status/1469697497966727182/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1469697497966727182","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4884,152,30,67269,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20211215714,"https://888.hu/ketharmad/kozel-tizezer-ember-eletet-mentettek-meg-a-koronavirus-elleni-oltasok-egy-magyar-tanulmany-szerint-4343789/"
"1302",8216,3683240417,1475066625258893312,"2021-12-26 11:31:03","888ponthu","Egy éve érkezett meg a koronavírus elleni védõoltás Magyarországra https://t.co/tdruTciAEW https://t.co/5zqMJFhpjg","888app",90,NA,NA,NA,FALSE,FALSE,15,3,NA,NA,NA,NA,"888.hu/ketharmad/koro…","https://t.co/tdruTciAEW","https://888.hu/ketharmad/koronavirus-gyorgy-istvan-egy-eve-erkezett-meg-a-koronavirus-elleni-vedooltas-magyarorszagra-4345063/","http://pbs.twimg.com/media/FHh9R0pXEAcltL2.jpg","https://t.co/5zqMJFhpjg","https://twitter.com/888ponthu/status/1475066625258893312/photo/1","photo","http://pbs.twimg.com/media/FHh9R0pXEAcltL2.jpg","https://t.co/5zqMJFhpjg","https://twitter.com/888ponthu/status/1475066625258893312/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1475066625258893312","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4965,152,30,67523,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20211229106,"https://888.hu/ketharmad/koronavirus-gyorgy-istvan-egy-eve-erkezett-meg-a-koronavirus-elleni-vedooltas-magyarorszagra-4345063/"
