"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","id","w_link$urls_expanded_url"
"348",2497,2273349523,1458686114148102144,"2021-11-11 06:40:45","JnsSzilvia","Errõl beszélek amirõl ez a telex cikk, amikor azt mondom, az oltasellenesek alá a kormányzati kommunikáció adja folyamatosan a legtöbb municiót. Mintha direkt fenn akarnák tartani a járványt. <U+0001F937><U+200D>+<U+FE0F> #menjenekazanyjukba

https://t.co/sb741aQoRr","Twitter for Android",241,NA,NA,NA,FALSE,FALSE,10,0,NA,NA,"menjenekazanyjukba",NA,"telex.hu/koronavirus/20…","https://t.co/sb741aQoRr","https://telex.hu/koronavirus/2021/11/10/covid-adatkozles-nnk-oltas-oltottsag-fertozes-szamok-kontextus-nelkul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JnsSzilvia/status/1458686114148102153","Sötétmancs","","Örök lázadó vagyok: a pepsit is coca colás pohárból iszom. :)","https://t.co/nZMIaANTy1",FALSE,1025,260,2,29342,112345,"2014-01-02 17:49:03",FALSE,"https://t.co/nZMIaANTy1","http://akiserlet.cafeblog.hu/",NA,"https://pbs.twimg.com/profile_banners/2273349523/1456219160","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1455172344310386691/kvUKY6yX_normal.jpg",2021111513,"https://telex.hu/koronavirus/2021/11/10/covid-adatkozles-nnk-oltas-oltottsag-fertozes-szamok-kontextus-nelkul"
"436",2969,3683240417,1458822086936432640,"2021-11-11 15:41:03","888ponthu","Megfejtették, miért nem fertõz meg egyes embereket az új típusú koronavírus https://t.co/9a2hNr24HH https://t.co/Ea0dN2QkIF","888app",99,NA,NA,NA,FALSE,FALSE,10,5,NA,NA,NA,NA,"888.hu/century-on/meg…","https://t.co/9a2hNr24HH","https://888.hu/century-on/megtalaltak-miert-nem-fertoz-meg-egyes-embereket-az-uj-tipusu-koronavirus-4340089/","http://pbs.twimg.com/media/FD7G9QwXEAkNrbd.jpg","https://t.co/Ea0dN2QkIF","https://twitter.com/888ponthu/status/1458822086936432648/photo/1","photo","http://pbs.twimg.com/media/FD7G9QwXEAkNrbd.jpg","https://t.co/Ea0dN2QkIF","https://twitter.com/888ponthu/status/1458822086936432648/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1458822086936432648","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4725,152,30,66597,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20211115485,"https://888.hu/century-on/megtalaltak-miert-nem-fertoz-meg-egyes-embereket-az-uj-tipusu-koronavirus-4340089/"
"792",5429,1617490938,1460501660233568256,"2021-11-16 06:55:05","ChrisGuru","@Attila88051 @VKrisz86 Mindkettõ kisiskolás. Tehát 6-10. https://t.co/XmnELO3anF","Twitter Web App",57,1460500019711250432,1025663100756873216,"Attila88051",FALSE,FALSE,10,1,NA,NA,NA,NA,"blikk.hu/aktualis/belfo…","https://t.co/XmnELO3anF","https://www.blikk.hu/aktualis/belfold/koronavirus-oltastagado-apa-meghalt-csalad-elet-halal-kozott-korhaz-hamis-vedettsegi/36etpt2",NA,NA,NA,NA,NA,NA,NA,NA,"1025663100756873216 338983860","Attila88051 VKrisz86","hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChrisGuru/status/1460501660233568258","Chris","Budapest","A legjobb gyerekkori emlékem az, hogy van hajam és nem fáj a hátam.",NA,FALSE,2025,297,8,12583,45473,"2013-07-24 11:13:41",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/1617490938/1487859080","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1448687132684521473/oNqTFY1N_normal.jpg",202111221596,"https://www.blikk.hu/aktualis/belfold/koronavirus-oltastagado-apa-meghalt-csalad-elet-halal-kozott-korhaz-hamis-vedettsegi/36etpt2"
"902",5946,715823463404011520,1465999118082318336,"2021-12-01 11:00:01","MagyarNemzetOn","Magyarországon van elég oltás, sõt másoknak is tudunk segíteni – olvasható Szijjártó Péter bejegyzésében.
https://t.co/6lZh4DVJi9","Twitter Web App",129,NA,NA,NA,FALSE,FALSE,10,3,NA,NA,NA,NA,"magyarnemzet.hu/kulfold/2021/1…","https://t.co/6lZh4DVJi9","https://magyarnemzet.hu/kulfold/2021/12/hazank-150-ezer-vakcinat-kuld-tadzsikisztannak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1465999118082318342","Magyar Nemzet","","",NA,FALSE,5018,96,29,39452,565,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20211206290,"https://magyarnemzet.hu/kulfold/2021/12/hazank-150-ezer-vakcinat-kuld-tadzsikisztannak"
"977",6214,1150866497125982208,1467537911579095040,"2021-12-05 16:54:38","RathonyiA","Orbánia esmét jobban teljesít...
https://t.co/8VzbqdJdZt","Twitter Web App",56,NA,NA,NA,FALSE,FALSE,10,1,NA,NA,NA,NA,"telex.hu/koronavirus/20…","https://t.co/8VzbqdJdZt","https://telex.hu/koronavirus/2021/12/01/koronavirus-covid-halalozas-sorrend-adatszolgaltatas-statisztika-magyarorszag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/RathonyiA/status/1467537911579095042","Mr Captain","Budapest, Hungary","Rossz 5let nincs, csak az, amirõl már bebizonyosodott...!",NA,FALSE,201,576,0,5037,23079,"2019-07-15 20:35:29",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/1150866497125982209/1571680260",NA,"http://pbs.twimg.com/profile_images/1150866751887937541/7mD6L4Ux_normal.jpg",20211206558,"https://telex.hu/koronavirus/2021/12/01/koronavirus-covid-halalozas-sorrend-adatszolgaltatas-statisztika-magyarorszag"
"1300",8214,3683240417,1473589114473701376,"2021-12-22 09:39:57","888ponthu","530 ezer adag AstraZeneca-oltóanyagot ad Bangladesnek Magyarország https://t.co/79zfTWW8QY https://t.co/tVOghIqzos","888app",90,NA,NA,NA,FALSE,FALSE,10,3,NA,NA,NA,NA,"888.hu/amerika-london…","https://t.co/79zfTWW8QY","https://888.hu/amerika-london-parizs/530-ezer-adag-astrazeneca-oltoanyagot-ad-bangladesnek-magyarorszag-4344877/","http://pbs.twimg.com/media/FHM9fZLXMAMLWLg.jpg","https://t.co/tVOghIqzos","https://twitter.com/888ponthu/status/1473589114473701380/photo/1","photo","http://pbs.twimg.com/media/FHM9fZLXMAMLWLg.jpg","https://t.co/tVOghIqzos","https://twitter.com/888ponthu/status/1473589114473701380/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1473589114473701380","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4965,152,30,67523,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",20211229104,"https://888.hu/amerika-london-parizs/530-ezer-adag-astrazeneca-oltoanyagot-ad-bangladesnek-magyarorszag-4344877/"
"1475",9165,1139407285631930368,1476488689312309248,"2021-12-30 09:41:50","MiHazank","Milyen hatással lehet a Covid-diktatúra a 2022-es választásokra? Rasszista-e a Forma1? Háttérbe szorítanák Márki-Zayt? Mit vár a nemzeti oldal 2022-tõl? Ábrahám Barnabás, Gyebnár Dávid, Lantos János és Faragó Dániel év végi gyorselemzése.

https://t.co/bQzGd2fJN1","Twitter for Android",263,NA,NA,NA,FALSE,FALSE,10,3,NA,NA,NA,NA,"magyarjelen.hu/sajtoklub-vala…","https://t.co/bQzGd2fJN1","https://magyarjelen.hu/sajtoklub-valasztasi-evre-fordul-a-nemzeti-oldal-video/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1476488689312309249","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,1808,2,5,3301,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",2022010536,"https://magyarjelen.hu/sajtoklub-valasztasi-evre-fordul-a-nemzeti-oldal-video/"
"2298",15057,1139407285631930368,1501491997592412160,"2022-03-09 09:36:03","MiHazank","Továbbra is viseljünk maszkot - ez Karácsony Gergely javaslata. Ez várható a baloldaltól... A Mi Hazánk viszont minden járványügyi korlátozást eltörölne. 

Elég a covid-diktatúrából!

https://t.co/nYuY2BdQ81","Twitter for Android",207,NA,NA,NA,FALSE,FALSE,10,5,NA,NA,NA,NA,"magyarjelen.hu/karacsony-mar-…","https://t.co/nYuY2BdQ81","https://magyarjelen.hu/karacsony-mar-most-visszasirja-a-maszkviselest/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MiHazank/status/1501491997592412161","Mi Hazánk Mozgalom","Hungary","A Mi Hazánk Mozgalom hivatalos oldala // Official account of Our Homeland Movement","https://t.co/fnCt3xMWA8",FALSE,2152,2,6,3638,1,"2019-06-14 05:40:40",FALSE,"https://t.co/fnCt3xMWA8","http://www.mihazank.hu",NA,"https://pbs.twimg.com/profile_banners/1139407285631930368/1586842500",NA,"http://pbs.twimg.com/profile_images/1139407587290435584/ZidkNuUj_normal.jpg",2022031079,"https://magyarjelen.hu/karacsony-mar-most-visszasirja-a-maszkviselest/"
"1324",8398,715823463404011520,1473553342928502784,"2021-12-22 07:17:48","MagyarNemzetOn","Magyarország ezzel segít felgyorsítani a bangladesi oltási kampányt – jelentette be Szijjártó Péter hivatalos közösségi oldalán.
https://t.co/qjOcY57130","Twitter Web App",152,NA,NA,NA,FALSE,FALSE,9,3,NA,NA,NA,NA,"magyarnemzet.hu/belfold/2021/1…","https://t.co/qjOcY57130","https://magyarnemzet.hu/belfold/2021/12/otszazharmincezer-adag-astrazeneca-oltoanyagot-ad-bangladesnek-magyarorszag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagyarNemzetOn/status/1473553342928502790","Magyar Nemzet","","",NA,FALSE,5152,96,30,40368,575,"2016-04-01 08:49:47",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/715823463404011521/1550589794",NA,"http://pbs.twimg.com/profile_images/1097877641175199745/z9cRybLU_normal.png",20211229288,"https://magyarnemzet.hu/belfold/2021/12/otszazharmincezer-adag-astrazeneca-oltoanyagot-ad-bangladesnek-magyarorszag"
"1494",9190,3683240417,1478057588046585856,"2022-01-03 17:36:04","888ponthu","Kedden 150 ezer adag vakcina érkezik a gyerekek számára https://t.co/ipejvlbLp5 https://t.co/JYyFPcgcxP","888app",79,NA,NA,NA,FALSE,FALSE,9,4,NA,NA,NA,NA,"888.hu/ketharmad/kedd…","https://t.co/ipejvlbLp5","https://888.hu/ketharmad/kedden-olyan-150-ezer-adag-vakcina-erkezik-mellyel-megovhatjuk-a-gyermekeket-a-covidtol-4345548/","http://pbs.twimg.com/media/FIMdixwXIAM_O5h.jpg","https://t.co/JYyFPcgcxP","https://twitter.com/888ponthu/status/1478057588046585860/photo/1","photo","http://pbs.twimg.com/media/FIMdixwXIAM_O5h.jpg","https://t.co/JYyFPcgcxP","https://twitter.com/888ponthu/status/1478057588046585860/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/888ponthu/status/1478057588046585860","888.hu","Budapest, Hungary","Jobboldali hír- és véleményportál. #888hu","http://t.co/dZEPlnhGYF",FALSE,4999,152,30,67649,28,"2015-09-17 07:15:42",FALSE,"http://t.co/dZEPlnhGYF","http://888.hu",NA,"https://pbs.twimg.com/profile_banners/3683240417/1521468896","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/644638802611408896/9Fi27_Gp_normal.jpg",2022010561,"https://888.hu/ketharmad/kedden-olyan-150-ezer-adag-vakcina-erkezik-mellyel-megovhatjuk-a-gyermekeket-a-covidtol-4345548/"
"1749",11264,68693602,1482974532445126656,"2022-01-17 07:14:15","hron84","Az emberiség helyesen dönt... De csak miután minden más lehetõséget kimerített. 2 év kellett ehhez, 2 évnyi szenvedés. De végre, az elsõ helyes lépés.

https://t.co/muZvLxa0my","Twitter for Android",175,NA,NA,NA,FALSE,FALSE,9,0,NA,NA,NA,NA,"penzcentrum.hu/egeszseg/20220…","https://t.co/muZvLxa0my","https://www.penzcentrum.hu/egeszseg/20220116/bekemenyitettek-februartol-kotelezo-lesz-az-oltas-minden-18-even-felulinek-a-szomszedban-1121140#",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hron84/status/1482974532445126656","Gábor Garami <U+0001F3AD><U+0001F428> <U+2601> <U+0001F3F3><U+FE0F><U+200D><U+0001F308> <U+0001F4BB>","HMS Vándor Medve","DevOps and Cloud Specialist | Cub of @CathlenKata | Lives in a cave | Gaymer <U+0001F308> <U+0001F3AE> | @Shiwaforce member","https://t.co/qTR9TY2BGt",FALSE,1172,431,34,78514,93123,"2009-08-25 13:35:29",FALSE,"https://t.co/qTR9TY2BGt","http://hron.me",NA,"https://pbs.twimg.com/profile_banners/68693602/1464891790","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1325946851800076288/6BZOFfqw_normal.jpg",20220117116,"https://www.penzcentrum.hu/egeszseg/20220116/bekemenyitettek-februartol-kotelezo-lesz-az-oltas-minden-18-even-felulinek-a-szomszedban-1121140#"
"1851",11883,3090011805,1481961150132670464,"2022-01-14 12:07:26","juteszembe","...és akkor ha ezek a képen átlag csak 10-10 emberrel találkoznak fejenként a következõ napokban. <U+0001F926><U+200D>><U+FE0F> Innen: https://t.co/Xkwuoii47E #EHFEuro #Hungary #covid #MVMDome https://t.co/GfyeQglOBf","Twitter Web App",167,NA,NA,NA,FALSE,FALSE,9,1,NA,NA,"EHFEuro Hungary covid MVMDome",NA,"telex.hu/zacc/2022/01/1…","https://t.co/Xkwuoii47E","https://telex.hu/zacc/2022/01/14/mvm-dome-ruhatar-sorban-allas","http://pbs.twimg.com/media/FJD7cdbWUAAoEgz.jpg","https://t.co/GfyeQglOBf","https://twitter.com/juteszembe/status/1481961150132670464/photo/1","photo","http://pbs.twimg.com/media/FJD7cdbWUAAoEgz.jpg","https://t.co/GfyeQglOBf","https://twitter.com/juteszembe/status/1481961150132670464/photo/1",NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1481961150132670464","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1248,836,8,31213,3585,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1642429379","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1483082417258827785/KZ1MNcup_normal.jpg",20220117735,"https://telex.hu/zacc/2022/01/14/mvm-dome-ruhatar-sorban-allas"
"1852",11887,3090011805,1481328247879217152,"2022-01-12 18:12:30","juteszembe","Mindenre is. <U+0001F643> <U+0001F389> <U+0001F377> <U+0001F606>

https://t.co/OBKeCTPB0v","Twitter for Android",45,NA,NA,NA,FALSE,FALSE,9,0,NA,NA,NA,NA,"444.hu/2022/01/12/kik…","https://t.co/OBKeCTPB0v","https://444.hu/2022/01/12/kikutattak-hogy-a-kannabisz-megelozheti-a-koronavirus-fertozest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1481328247879217163","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1248,836,8,31213,3585,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1642429379","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1483082417258827785/KZ1MNcup_normal.jpg",20220117739,"https://444.hu/2022/01/12/kikutattak-hogy-a-kannabisz-megelozheti-a-koronavirus-fertozest"
"2302",15111,309499577,1500401191573987328,"2022-03-06 09:21:34","gabor_legrady","A fidesz megsértette a választás tisztaságát. A járványügyet használja saját véleménye hangoztatására ami törvénytelen. https://t.co/oJd8DLfno1","Twitter for Android",143,NA,NA,NA,FALSE,FALSE,9,3,NA,NA,NA,NA,"444.hu/2022/03/05/rog…","https://t.co/oJd8DLfno1","https://444.hu/2022/03/05/rogan-miniszteriuma-megsertette-a-valasztasi-torvenyt-amikor-covid-hirlevelen-kampanyolt-az-ellenzek-ellen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/gabor_legrady/status/1500401191573987330","Légrády Gábor <U+0001F1ED><U+0001F1FA> #CsakFelfelé","","",NA,FALSE,284,1154,1,4767,16594,"2011-06-02 05:51:46",FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/1378489227/face05_normal.jpg",20220310133,"https://444.hu/2022/03/05/rogan-miniszteriuma-megsertette-a-valasztasi-torvenyt-amikor-covid-hirlevelen-kampanyolt-az-ellenzek-ellen"
"746",4885,2702611,1461772459724660736,"2021-11-19 19:04:47","csy","az agyhalottak. 
https://t.co/vfU7ctURO7","Twitter Web App",40,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,NA,NA,"telex.hu/belfold/2021/1…","https://t.co/vfU7ctURO7","https://telex.hu/belfold/2021/11/19/mi-hazank-tuntetes-kotelezo-oltas-ellen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/csy/status/1461772459724660740","csy","Budapest","Csönd van. A dudva, a muhar,
A gaz lehúz, altat, befed
S egy kacagó szél suhan el
A nagy Ugar felett.
Love is Love <U+0001F3F3><U+FE0F><U+200D><U+0001F308> #ACAB #FUCKNAZIS","https://t.co/KYHBMqvt4b",FALSE,1333,461,29,104497,84607,"2007-03-28 18:37:52",FALSE,"https://t.co/KYHBMqvt4b","http://www.csy.hu",NA,"https://pbs.twimg.com/profile_banners/2702611/1636389189","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1328415575886999552/7k0lv8QF_normal.jpg",202111221052,"https://telex.hu/belfold/2021/11/19/mi-hazank-tuntetes-kotelezo-oltas-ellen"
"1014",6497,270971266,1466719798704881664,"2021-12-03 10:43:45","EurosportHU","A Covid átírta a forgatókönyvet, változott a Pálya BL finálé helyszíne https://t.co/lFY3dZsbX0 via @Eurosport #palyakerekpar #esbringa","Twitter Web App",134,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,"palyakerekpar esbringa",NA,"eurosport.hu/palyakerekpar/…","https://t.co/lFY3dZsbX0","https://www.eurosport.hu/palyakerekpar/a-covid-atirta-a-forgatokonyvet-valtozott-a-palya-bl-finale-helyszine_sto8653869/story.shtml",NA,NA,NA,NA,NA,NA,NA,NA,"393948633","Eurosport","hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EurosportHU/status/1466719798704881664","Eurosport Hungary","Budapest","Minden ami sport! ; https://t.co/AQqi2RzwT4 Facebook: https://t.co/9f7gyq61a4; Instagram: https://t.co/vU7jcBahrM…","https://t.co/rtEYV3QvRn",FALSE,7751,458,67,13914,712,"2011-03-23 16:11:47",TRUE,"https://t.co/rtEYV3QvRn","http://eurosport.hu/",NA,"https://pbs.twimg.com/profile_banners/270971266/1637666827","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1426978492265160708/x8Obn6A-_normal.jpg",20211206841,"https://www.eurosport.hu/palyakerekpar/a-covid-atirta-a-forgatokonyvet-valtozott-a-palya-bl-finale-helyszine_sto8653869/story.shtml"
"1167",7253,3090011805,1470710986520907776,"2021-12-14 11:03:18","juteszembe","Érted, pofátlanul fosztogatják a közpénzeinket, mindamellett hogy a korrupt rendszerükkel hazavágják az ország versenyképességét, is, majd odaállnak jótékonykodni... a _mi_ pénzünkbõl... most kicsit a számba hánytam. <U+0001F636> #Fidesz #Orbán #Tiborcz #korrupció

https://t.co/kSnwSvLfmc","Twitter Web App",278,NA,NA,NA,FALSE,FALSE,8,1,NA,NA,"Fidesz Orbán Tiborcz korrupció",NA,"telex.hu/belfold/2021/1…","https://t.co/kSnwSvLfmc","https://telex.hu/belfold/2021/12/14/tiborcz-koronavirus-morahalom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/juteszembe/status/1470710986520907777","juteszembe","Budapest, Hungary, Europe","Na figyelj ide, mondom hogy mi van.",NA,FALSE,1167,834,8,30102,3244,"2015-03-12 22:09:31",FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/3090011805/1635035186","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1467994369110204420/QGwXHWOE_normal.jpg",20211215319,"https://telex.hu/belfold/2021/12/14/tiborcz-koronavirus-morahalom"
